"name","SMILES"
"structure 12705","CCc1c(N)c(N)c(CO)c(O)c1C(=O)O"
"structure 12706","CCCc1c(O)c(C(=O)O)c(C)c(C(=O)NC)c1CCC"
"structure 12707","[H]c1c(C)c(CC(C)C)c(C(C)(C)C)c(C(=O)O)c1O"
"structure 12708","CCc1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1C#N"
"structure 12709","CC(C)Cc1c(O)c(C(=O)O)c(O)c(CO)c1C(=O)O"
"structure 12710","CCc1c(CC(C)C)c(O)c(C(=O)O)c(C)c1C(=O)O"
"structure 12711","CCCc1c(O)c(C(=O)O)c(O)c(CCC)c1CCC"
"structure 12712","[H]c1c(C)c(C(=O)O)c(C(=O)O)c(O)c1CC"
"structure 12713","CCc1c(O)c(C(=O)O)c(N)c(C(=O)O)c1C(=O)OC"
"structure 12714","CCc1c(O)c(O)c(C(=O)O)c(CN)c1CC"
"structure 12715","[H]c1c(C#N)c(CC)c(C(=O)O)c(O)c1CC(C)C"
"structure 12716","CCc1c(CN)c(O)c(C(=O)O)c(O)c1CN"
"structure 12717","CCCc1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)NC)c1CO"
"structure 12718","[H]c1c(C)c(CCC)c(CO)c(C(=O)O)c1O"
"structure 12719","CCc1c(CC(C)C)c(O)c(O)c(C(=O)O)c1CC"
"structure 12720","CCCc1c(N)c(CCC)c(CC(C)C)c(C(=O)O)c1O"
"structure 12721","COC(=O)c1c(CN)c(O)c(C(=O)O)c(C(C)(C)C)c1CN"
"structure 12722","Cc1c(N)c(O)c(C#N)c(C(=O)O)c1O"
"structure 12723","CCc1c(O)c(C(=O)O)c(C(C)(C)C)c(CC)c1CO"
"structure 12724","[H]c1c(C(=O)O)c(O)c(C(=O)OC)c(CO)c1C(=O)O"
"structure 12725","CC(C)Cc1c(O)c(C(=O)O)c(CO)c(CO)c1C(C)(C)C"
"structure 12726","[H]c1c(C)c(C(=O)OC)c(O)c(C(=O)O)c1CN"
"structure 12727","CC(C)Cc1c(N)c(C(=O)O)c(O)c(CN)c1C(=O)O"
"structure 12728","[H]c1c(C)c(C(=O)O)c(O)c(CC)c1C#N"
"structure 12729","N#Cc1c(O)c(C(=O)O)c(C#N)c(C(=O)O)c1CO"
"structure 12730","[H]c1c(C(=O)O)c(O)c(CN)c(CC(C)C)c1C(=O)O"
"structure 12731","CCCc1c(C(=O)OC)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)NC"
"structure 12732","Cc1c(C)c(C#N)c(CC(C)C)c(C(=O)O)c1O"
"structure 12733","[H]c1c(CC(C)C)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)NC"
"structure 12734","[H]c1c([H])c([H])c(C(=O)O)c(O)c1[H]"
"structure 12735","CCCc1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1CO"
"structure 12736","CCCc1c(CO)c(C(=O)O)c(O)c(CC)c1C(=O)NC"
"structure 12737","COC(=O)c1c(N)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)O"
"structure 12738","CCc1c(C)c(C(=O)O)c(O)c(N)c1O"
"structure 12739","Cc1c(CN)c(O)c(C(=O)O)c(C#N)c1C(=O)O"
"structure 12740","CCc1c(CC(C)C)c(C(=O)NC)c(C(=O)O)c(O)c1C(=O)O"
"structure 12741","[H]c1c(CO)c(C(=O)NC)c(O)c(O)c1C(=O)O"
"structure 12742","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)NC)c(CC(C)C)c1C(=O)O"
"structure 12743","[H]c1c(CCC)c(O)c(C(=O)O)c(CN)c1C(=O)OC"
"structure 12744","[H]c1c(CC(C)C)c(N)c(O)c(C(=O)O)c1C(=O)NC"
"structure 12745","[H]c1c(N)c(C(=O)O)c(O)c(CC)c1C(C)(C)C"
"structure 12746","CC(C)(C)c1c(O)c(C(=O)O)c(O)c(CN)c1C(C)(C)C"
"structure 12747","CCCc1c(N)c(CC)c(O)c(C(=O)O)c1CO"
"structure 12748","[H]c1c(CN)c(O)c(C(=O)O)c(CC(C)C)c1CCC"
"structure 12749","COC(=O)c1c(CO)c(CN)c(C(=O)O)c(O)c1C(=O)O"
"structure 12750","CCCc1c(CC(C)C)c(C)c(CC(C)C)c(O)c1C(=O)O"
"structure 12751","[H]c1c(C)c(CO)c(CCC)c(C(=O)O)c1O"
"structure 12752","CNC(=O)c1c(CN)c(C)c(O)c(C(=O)O)c1C(=O)O"
"structure 12753","[H]c1c(C)c(CC(C)C)c(O)c(C(=O)O)c1O"
"structure 12754","CNC(=O)c1c(C)c(O)c(C(=O)O)c(C)c1O"
"structure 12755","CCCc1c(O)c(C(=O)O)c(C(=O)NC)c(C(C)(C)C)c1CCC"
"structure 12756","CCCc1c(C(C)(C)C)c(O)c(C(=O)O)c(CC)c1C(C)(C)C"
"structure 12757","CCCc1c(C(=O)OC)c(C(C)(C)C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12758","CNC(=O)c1c(C)c(C(=O)O)c(O)c(C(=O)NC)c1C(C)(C)C"
"structure 12759","CCc1c(C(C)(C)C)c(C#N)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12760","CCCc1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1C(=O)OC"
"structure 12761","CCc1c(C(=O)O)c(O)c(C(=O)OC)c(C#N)c1C(=O)NC"
"structure 12762","[H]c1c(O)c(C(=O)O)c(CCC)c(O)c1C#N"
"structure 12763","[H]c1c(O)c(CCC)c(C(=O)OC)c(C(=O)O)c1O"
"structure 12764","CCCc1c(C)c(C#N)c(CCC)c(C(=O)O)c1O"
"structure 12765","CCCc1c(CC(C)C)c(CC(C)C)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 12766","[H]c1c(CC(C)C)c(O)c(C(=O)O)c(C#N)c1C(=O)NC"
"structure 12767","[H]c1c(C(=O)O)c(O)c(C#N)c(C(C)(C)C)c1C(=O)OC"
"structure 12768","COC(=O)c1c(C(=O)O)c(O)c(C(=O)O)c(CN)c1C(=O)O"
"structure 12769","[H]c1c(C#N)c(C(=O)OC)c(O)c(C(=O)O)c1CC(C)C"
"structure 12770","CCCc1c(C(=O)O)c(N)c(CC)c(O)c1C(=O)O"
"structure 12771","NCc1c(CO)c(O)c(C(=O)O)c(CO)c1C(=O)O"
"structure 12772","CC(C)Cc1c(O)c(C(=O)O)c(CN)c(CO)c1C#N"
"structure 12773","CCCc1c(CC)c(O)c(C(=O)O)c(CN)c1CCC"
"structure 12774","Cc1c(O)c(C)c(CN)c(C(=O)O)c1O"
"structure 12775","Cc1c(O)c(CO)c(O)c(C(=O)O)c1C#N"
"structure 12776","COC(=O)c1c(N)c(CC(C)C)c(O)c(C(=O)O)c1O"
"structure 12777","CNC(=O)c1c(CC(C)C)c(N)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12778","[H]c1c(C)c(C)c(C(=O)NC)c(O)c1C(=O)O"
"structure 12779","[H]c1c(N)c(O)c(C(=O)O)c(CN)c1C(=O)O"
"structure 12780","[H]c1c(N)c(O)c(C(=O)O)c([H])c1C(=O)NC"
"structure 12781","CCCc1c(C)c(C(=O)O)c(O)c(O)c1C(=O)O"
"structure 12782","CNC(=O)c1c(O)c(N)c(CC(C)C)c(O)c1C(=O)O"
"structure 12783","[H]c1c(O)c(C(=O)NC)c(C)c(O)c1C(=O)O"
"structure 12784","[H]c1c(C#N)c(CC(C)C)c(C)c(O)c1C(=O)O"
"structure 12785","CCc1c(O)c(C(=O)O)c(C#N)c(C)c1C(=O)O"
"structure 12786","CNC(=O)c1c(CC(C)C)c(C(=O)O)c(O)c(C(C)(C)C)c1CO"
"structure 12787","CCc1c(O)c(O)c(C(=O)O)c(C(=O)OC)c1CC"
"structure 12788","Cc1c(O)c(C#N)c(O)c(C(=O)O)c1CO"
"structure 12789","CCc1c(N)c(C(=O)O)c(O)c(CC)c1C(=O)NC"
"structure 12790","CCc1c(O)c(C(=O)O)c(CN)c(CC(C)C)c1C(=O)OC"
"structure 12791","[H]c1c(CCC)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)O"
"structure 12792","CCCc1c(CC(C)C)c(C)c(CC)c(O)c1C(=O)O"
"structure 12793","CC(C)Cc1c(O)c(C(=O)O)c(C#N)c(CC(C)C)c1CO"
"structure 12794","CCc1c(C(=O)O)c(O)c(C)c(C#N)c1C(=O)OC"
"structure 12795","CCc1c(O)c(C(=O)O)c(C(=O)O)c(C)c1CN"
"structure 12796","CCCc1c(CO)c(C(C)(C)C)c(CC)c(O)c1C(=O)O"
"structure 12797","CCCc1c(CO)c(C(=O)OC)c(CC)c(O)c1C(=O)O"
"structure 12798","CNC(=O)c1c(C#N)c(C#N)c(CC(C)C)c(O)c1C(=O)O"
"structure 12799","[H]c1c(O)c(C(=O)O)c(C(=O)O)c(O)c1C(=O)NC"
"structure 12800","CC(C)Cc1c(O)c(C(=O)O)c(CC(C)C)c(CC(C)C)c1CC(C)C"
"structure 12801","CNC(=O)c1c(N)c(O)c(C(=O)O)c(CC(C)C)c1CN"
"structure 12802","CC(C)(C)c1c(O)c(CN)c(C(C)(C)C)c(C(=O)O)c1O"
"structure 12803","COC(=O)c1c(N)c(C(C)(C)C)c(O)c(O)c1C(=O)O"
"structure 12804","CCCc1c(CN)c(C(=O)O)c(O)c(C(=O)OC)c1CC"
"structure 12805","CCCc1c(N)c(N)c(C)c(C(=O)O)c1O"
"structure 12806","[H]c1c(CC(C)C)c(CO)c(C(=O)O)c(O)c1C(=O)O"
"structure 12807","[H]c1c(CC(C)C)c(C)c(C(=O)O)c(O)c1CO"
"structure 12808","CNC(=O)c1c(O)c(CO)c(C(=O)OC)c(C(=O)O)c1O"
"structure 12809","CCc1c(C)c(N)c(C#N)c(C(=O)O)c1O"
"structure 12810","CCCc1c(C#N)c(C(=O)O)c(O)c(C#N)c1C(=O)O"
"structure 12811","[H]c1c(N)c(C)c(CO)c(O)c1C(=O)O"
"structure 12812","CNC(=O)c1c(O)c(C(=O)O)c(N)c(CN)c1CC(C)C"
"structure 12813","CCCc1c(CC)c(O)c(C(=O)O)c(CO)c1CO"
"structure 12814","N#Cc1c(CN)c(C(=O)O)c(O)c(CO)c1C(=O)O"
"structure 12815","Cc1c(C(C)(C)C)c(C#N)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12816","[H]c1c(O)c(CO)c(O)c(C(=O)O)c1CO"
"structure 12817","[H]c1c(C(C)(C)C)c(C(=O)O)c(O)c(C(C)(C)C)c1C(C)(C)C"
"structure 12818","CCCc1c(O)c(N)c(C(=O)O)c(O)c1O"
"structure 12819","CC(C)Cc1c(N)c(CN)c(N)c(O)c1C(=O)O"
"structure 12820","CCc1c(C(=O)O)c(O)c(CN)c(C(=O)O)c1C(=O)OC"
"structure 12821","[H]c1c(N)c(C(=O)O)c(O)c(CCC)c1CCC"
"structure 12822","CNC(=O)c1c(CO)c(O)c(O)c(C(=O)O)c1CN"
"structure 12823","CNC(=O)c1c(CN)c(C(=O)O)c(O)c(C(=O)OC)c1C(C)(C)C"
"structure 12824","COC(=O)c1c(N)c(C(=O)O)c(C(=O)O)c(O)c1C(=O)OC"
"structure 12825","CCCc1c(C#N)c(O)c(C(=O)O)c(CC)c1C(=O)OC"
"structure 12826","Cc1c(C#N)c(CN)c(O)c(C(=O)O)c1CC(C)C"
"structure 12827","CCc1c(C)c(O)c(C(=O)O)c(C(C)(C)C)c1C(=O)NC"
"structure 12828","CCCc1c(CO)c(CC(C)C)c(O)c(C(=O)O)c1CC(C)C"
"structure 12829","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)O)c(C(=O)OC)c1CC(C)C"
"structure 12830","COC(=O)c1c(O)c(C(=O)O)c(CC(C)C)c(O)c1CO"
"structure 12831","CCCc1c(O)c(C(=O)O)c(CO)c(CC)c1C(=O)OC"
"structure 12832","CC(C)Cc1c(O)c(C(=O)O)c(O)c(CN)c1CO"
"structure 12833","[H]c1c(O)c(C(=O)O)c(C(=O)OC)c(CC(C)C)c1C(C)(C)C"
"structure 12834","CNC(=O)c1c(C(=O)O)c(O)c(CO)c(O)c1C(=O)O"
"structure 12835","CCc1c(O)c(CO)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12836","COC(=O)c1c(C)c(CC(C)C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12837","Cc1c(C#N)c(O)c(C#N)c(O)c1C(=O)O"
"structure 12838","Cc1c(CC(C)C)c(O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12839","CCc1c(O)c(C#N)c(N)c(O)c1C(=O)O"
"structure 12840","CCc1c(C(=O)OC)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)NC"
"structure 12841","N#Cc1c(N)c(CN)c(N)c(C(=O)O)c1O"
"structure 12842","CCc1c(C(=O)O)c(O)c(C(=O)OC)c(CC)c1C(=O)OC"
"structure 12843","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)O)c1C(=O)OC"
"structure 12844","CNC(=O)c1c(C)c(C(=O)O)c(O)c(CN)c1O"
"structure 12845","CCCc1c(CC(C)C)c(O)c(C(=O)O)c(CO)c1CC"
"structure 12846","Cc1c(C#N)c(O)c(CN)c(O)c1C(=O)O"
"structure 12847","Cc1c(N)c(O)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12848","COC(=O)c1c(O)c(CN)c(C(=O)O)c(O)c1C#N"
"structure 12849","COC(=O)c1c(C)c(C(=O)O)c(O)c(O)c1CO"
"structure 12850","[H]c1c(CC)c(C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12851","CCCc1c(O)c(CO)c(C(=O)O)c(O)c1CCC"
"structure 12852","CCCc1c(CN)c(C(=O)OC)c(O)c(C(=O)O)c1C(=O)NC"
"structure 12853","CCCc1c(N)c(CO)c(CC)c(C(=O)O)c1O"
"structure 12854","CNC(=O)c1c(O)c(C(=O)O)c(O)c(C#N)c1CN"
"structure 12855","CCCc1c(C(=O)O)c(C)c(N)c(O)c1C(=O)O"
"structure 12856","CNC(=O)c1c(C)c(O)c(C(=O)O)c(CO)c1C(=O)O"
"structure 12857","CCCc1c(C#N)c(CC(C)C)c(C(=O)O)c(O)c1CO"
"structure 12858","CC(C)Cc1c(CN)c(C(=O)O)c(O)c(N)c1C(C)(C)C"
"structure 12859","[H]c1c(C#N)c(CCC)c(C)c(O)c1C(=O)O"
"structure 12860","CCCc1c(CC(C)C)c(CN)c(C(=O)O)c(O)c1C(=O)O"
"structure 12861","COC(=O)c1c(C)c(O)c(C(=O)O)c(C(=O)O)c1C(C)(C)C"
"structure 12862","CC(C)Cc1c(C#N)c(O)c(C(=O)O)c(CC(C)C)c1CN"
"structure 12863","CCCc1c(CN)c(C(=O)NC)c(C(=O)O)c(O)c1C(=O)NC"
"structure 12864","N#Cc1c(CN)c(O)c(N)c(O)c1C(=O)O"
"structure 12865","[H]c1c(C)c(CN)c(N)c(C(=O)O)c1O"
"structure 12866","CNC(=O)c1c(O)c(CO)c(O)c(C(=O)O)c1CN"
"structure 12867","CCc1c(CN)c(C(=O)O)c(O)c(C(=O)NC)c1CC"
"structure 12868","CCc1c(C(=O)O)c(O)c(CC(C)C)c(C(=O)NC)c1C(=O)O"
"structure 12869","[H]c1c(O)c(C(=O)O)c([H])c(N)c1C(=O)OC"
"structure 12870","COC(=O)c1c(N)c(CC(C)C)c(CO)c(C(=O)O)c1O"
"structure 12871","CNC(=O)c1c(CC(C)C)c(C)c(CN)c(O)c1C(=O)O"
"structure 12872","[H]c1c(N)c(CCC)c(C(=O)O)c(O)c1CN"
"structure 12873","[H]c1c(N)c(C(=O)O)c(O)c(C#N)c1CO"
"structure 12874","[H]c1c(C)c(C)c(O)c(C(=O)O)c1CC(C)C"
"structure 12875","COC(=O)c1c(N)c(CO)c(O)c(C(=O)O)c1CC(C)C"
"structure 12876","CCCc1c(C)c(C(=O)OC)c(CC)c(O)c1C(=O)O"
"structure 12877","COC(=O)c1c(CO)c(CN)c(O)c(C(=O)O)c1C(=O)O"
"structure 12878","[H]c1c(CN)c(C#N)c(CCC)c(O)c1C(=O)O"
"structure 12879","Cc1c(O)c(C(=O)O)c(CC(C)C)c(N)c1C#N"
"structure 12880","CCc1c(CC(C)C)c(CC(C)C)c(C(=O)O)c(O)c1C(=O)NC"
"structure 12881","CCCc1c(C)c(C(=O)O)c(C)c(O)c1C(=O)O"
"structure 12882","CNC(=O)c1c(CO)c(O)c(C(=O)O)c(C(=O)NC)c1C(=O)OC"
"structure 12883","CCc1c(CN)c(CN)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 12884","CCCc1c(CC)c(N)c(C)c(O)c1C(=O)O"
"structure 12885","CNC(=O)c1c(C(=O)OC)c(N)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12886","[H]c1c(O)c(C(=O)O)c(N)c(O)c1CC"
"structure 12887","CCCc1c(N)c(O)c(C(=O)O)c(N)c1O"
"structure 12888","[H]c1c(N)c(CO)c(O)c(C(=O)O)c1O"
"structure 12889","CCCc1c(C#N)c(C(=O)O)c(O)c(N)c1CC(C)C"
"structure 12890","COC(=O)c1c(O)c(N)c(CO)c(O)c1C(=O)O"
"structure 12891","CCCc1c(O)c(C(=O)O)c(C(=O)O)c(O)c1CC"
"structure 12892","CCCc1c(O)c(N)c(C(=O)O)c(O)c1CCC"
"structure 12893","CCc1c(CO)c(C)c(O)c(C(=O)O)c1CO"
"structure 12894","CCCc1c(C(=O)O)c(O)c(CC)c(CC)c1C(=O)NC"
"structure 12895","CCc1c(CO)c(CO)c(O)c(C(=O)O)c1CC"
"structure 12896","CCCc1c(C#N)c(O)c(O)c(C(=O)O)c1CN"
"structure 12897","CCCc1c(C(=O)O)c(O)c(C)c(C(=O)OC)c1C(=O)NC"
"structure 12898","CNC(=O)c1c(C(=O)OC)c(O)c(C(=O)O)c(CC(C)C)c1C(C)(C)C"
"structure 12899","CCc1c(C)c(CC(C)C)c(CO)c(O)c1C(=O)O"
"structure 12900","CCc1c(O)c(C(=O)O)c(C(=O)O)c(C#N)c1CO"
"structure 12901","[H]c1c(N)c([H])c(C(C)(C)C)c(C(=O)O)c1O"
"structure 12902","CCc1c(CN)c(C(=O)O)c(O)c(O)c1C(=O)NC"
"structure 12903","CCc1c(CN)c(C#N)c(N)c(O)c1C(=O)O"
"structure 12904","Cc1c(O)c(C(=O)O)c(C(C)(C)C)c(CC(C)C)c1CO"
"structure 12905","CNC(=O)c1c(O)c(C(=O)O)c(O)c(C#N)c1C(C)(C)C"
"structure 12906","[H]c1c(O)c(C(=O)O)c(O)c(CN)c1CN"
"structure 12907","Cc1c(C(C)(C)C)c(CC(C)C)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12908","Cc1c(CO)c(O)c(C(=O)O)c(N)c1C(C)(C)C"
"structure 12909","CCc1c(C)c(C(=O)OC)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12910","CCCc1c(C#N)c(O)c(C(=O)O)c(N)c1C(=O)O"
"structure 12911","[H]c1c(O)c(C(=O)O)c(C)c(C(=O)OC)c1CC"
"structure 12912","[H]c1c(O)c(C(C)(C)C)c(C(=O)OC)c(O)c1C(=O)O"
"structure 12913","NCc1c(N)c(O)c(O)c(C(=O)O)c1N"
"structure 12914","CCCc1c(O)c(C(=O)O)c(C(=O)OC)c(CC)c1C(=O)OC"
"structure 12915","[H]c1c(C)c(CC)c(O)c(C(=O)O)c1C(=O)NC"
"structure 12916","[H]c1c(O)c(C(=O)O)c([H])c(C(=O)O)c1C(=O)NC"
"structure 12917","CNC(=O)c1c(N)c(C(=O)O)c(O)c(O)c1C#N"
"structure 12918","CCc1c(N)c(CO)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12919","CNC(=O)c1c(C)c(C(=O)O)c(CO)c(O)c1C(=O)O"
"structure 12920","CCCc1c(C(=O)O)c(O)c(CC(C)C)c(CO)c1C(C)(C)C"
"structure 12921","CCCc1c(CC)c(CC(C)C)c(CN)c(O)c1C(=O)O"
"structure 12922","[H]c1c(CC)c(C(=O)OC)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12923","CCCc1c(CN)c(CCC)c(C(=O)NC)c(O)c1C(=O)O"
"structure 12924","COC(=O)c1c(O)c(C(=O)O)c(C#N)c(C#N)c1CC(C)C"
"structure 12925","CNC(=O)c1c(CO)c(O)c(C(=O)O)c(C)c1C(=O)O"
"structure 12926","[H]c1c(N)c(O)c(C)c(C(=O)O)c1O"
"structure 12927","CCCc1c(O)c(C(=O)O)c(CN)c(CN)c1CC(C)C"
"structure 12928","CCCc1c(CC(C)C)c(C(=O)NC)c(CC)c(O)c1C(=O)O"
"structure 12929","[H]c1c(O)c(C(=O)O)c(C(=O)OC)c(C(C)(C)C)c1C(=O)NC"
"structure 12930","COC(=O)c1c(O)c(O)c(C(=O)O)c(CO)c1C#N"
"structure 12931","CCCc1c(N)c(CC(C)C)c(C(=O)O)c(O)c1O"
"structure 12932","CCc1c(C)c(C#N)c(C(=O)NC)c(C(=O)O)c1O"
"structure 12933","CNC(=O)c1c(N)c(C(C)(C)C)c(O)c(C(=O)O)c1CN"
"structure 12934","[H]c1c(CC)c(N)c(C#N)c(O)c1C(=O)O"
"structure 12935","CCCc1c(N)c(CC(C)C)c(C#N)c(C(=O)O)c1O"
"structure 12936","CCCc1c(O)c(C(=O)O)c(CN)c(CC)c1C(=O)O"
"structure 12937","[H]c1c(O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1CCC"
"structure 12938","[H]c1c(N)c(N)c([H])c(C(=O)O)c1O"
"structure 12939","CCCc1c(C(=O)O)c(N)c(O)c(O)c1C(=O)O"
"structure 12940","[H]c1c(O)c(C(=O)O)c(O)c(N)c1C(=O)O"
"structure 12941","[H]c1c(C#N)c(O)c(C(=O)O)c(C)c1CN"
"structure 12942","CCc1c(C)c(C)c(O)c(C(=O)O)c1CC"
"structure 12943","CCCc1c(C)c(CC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12944","COC(=O)c1c(C)c(O)c(C(=O)O)c(C#N)c1C"
"structure 12945","CCCc1c(O)c(CC)c(O)c(C(=O)O)c1CC(C)C"
"structure 12946","CCc1c(O)c(C(=O)O)c(CN)c(C)c1C(=O)OC"
"structure 12947","CC(C)(C)c1c(CO)c(O)c(C(=O)O)c(C#N)c1C(=O)O"
"structure 12948","Cc1c(C)c(C#N)c(C#N)c(C(=O)O)c1O"
"structure 12949","CCCc1c(N)c(O)c(O)c(C(=O)O)c1CCC"
"structure 12950","CC(C)Cc1c(O)c(C(=O)O)c(C#N)c(CC(C)C)c1C#N"
"structure 12951","CCc1c(C(=O)O)c(O)c(CN)c(CN)c1C(=O)NC"
"structure 12952","CCCc1c(CC(C)C)c(C#N)c(O)c(C(=O)O)c1C(=O)NC"
"structure 12953","[H]c1c(C)c(C(=O)OC)c(C(=O)O)c(O)c1C(=O)OC"
"structure 12954","[H]c1c(N)c(C(=O)O)c(O)c(CCC)c1C(=O)NC"
"structure 12955","[H]c1c(C#N)c(CN)c(O)c(C(=O)O)c1CC(C)C"
"structure 12956","CNC(=O)c1c(C(=O)O)c(O)c(O)c(CN)c1C(=O)OC"
"structure 12957","Cc1c(C#N)c(C(=O)O)c(C)c(O)c1C(=O)O"
"structure 12958","[H]c1c(CO)c(CC)c(O)c(C(=O)O)c1C(=O)OC"
"structure 12959","CNC(=O)c1c(CO)c(O)c(C(=O)O)c(CO)c1C(C)(C)C"
"structure 12960","CCc1c(C(=O)O)c(O)c(CN)c(C(=O)NC)c1C(=O)O"
"structure 12961","CC(C)Cc1c(O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(C)(C)C"
"structure 12962","CNC(=O)c1c(C(=O)O)c(O)c(C)c(C(C)(C)C)c1C(C)(C)C"
"structure 12963","CC(C)Cc1c(CC(C)C)c(C(C)(C)C)c(N)c(O)c1C(=O)O"
"structure 12964","[H]c1c(CCC)c(C(=O)O)c(N)c(O)c1C(=O)O"
"structure 12965","[H]c1c(CC(C)C)c(C(C)(C)C)c(C#N)c(O)c1C(=O)O"
"structure 12966","COC(=O)c1c(CN)c(O)c(C(=O)O)c(CO)c1C(=O)OC"
"structure 12967","[H]c1c(O)c(C(=O)O)c(C)c(C(=O)OC)c1CCC"
"structure 12968","COC(=O)c1c(O)c(O)c(C(=O)O)c(C(C)(C)C)c1CN"
"structure 12969","CCc1c(CC(C)C)c(O)c(C(=O)O)c(CO)c1CO"
"structure 12970","CNC(=O)c1c(N)c(C(=O)O)c(O)c(C)c1CO"
"structure 12971","CCCc1c(C(=O)NC)c(C(=O)O)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12972","[H]c1c(O)c(C(=O)O)c(C(=O)NC)c(O)c1CO"
"structure 12973","CC(C)Cc1c(CN)c(N)c(O)c(C(=O)O)c1CN"
"structure 12974","CC(C)Cc1c(C(=O)O)c(O)c(C(C)(C)C)c(CO)c1C(=O)O"
"structure 12975","CC(C)Cc1c(O)c(N)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 12976","CCc1c(N)c(C(=O)O)c(O)c(C(=O)O)c1CO"
"structure 12977","[H]c1c(N)c(C)c(C(=O)O)c(O)c1CO"
"structure 12978","CNC(=O)c1c(O)c(C(=O)O)c(C(C)(C)C)c(C#N)c1C(=O)NC"
"structure 12979","CNC(=O)c1c(C)c(C(=O)O)c(O)c(C(=O)OC)c1O"
"structure 12980","[H]c1c(CCC)c(CCC)c(C(=O)O)c(O)c1C(=O)O"
"structure 12981","COC(=O)c1c(C)c(C(=O)OC)c(C(=O)O)c(C(=O)O)c1O"
"structure 12982","CCc1c(O)c(C(=O)O)c(C(=O)OC)c(C#N)c1C(=O)NC"
"structure 12983","CCc1c(O)c(O)c(C(=O)O)c(C(=O)NC)c1C(=O)OC"
"structure 12984","CCCc1c(C)c(N)c(CC(C)C)c(O)c1C(=O)O"
"structure 12985","CCCc1c(C#N)c(O)c(C(=O)O)c(C(=O)O)c1CN"
"structure 12986","[H]c1c(CN)c(C#N)c(O)c(C(=O)O)c1CN"
"structure 12987","CNC(=O)c1c(CC(C)C)c(C(=O)O)c(O)c(C(=O)OC)c1C(=O)OC"
"structure 12988","CCCc1c(N)c(C)c(C(=O)O)c(O)c1O"
"structure 12989","COC(=O)c1c(C#N)c(O)c(C(=O)O)c(C)c1CN"
"structure 12990","COC(=O)c1c(O)c(C(=O)O)c(C#N)c(C(=O)OC)c1CO"
"structure 12991","CC(C)Cc1c(O)c(C(=O)O)c(CO)c(C#N)c1C#N"
"structure 12992","[H]c1c(C(=O)NC)c(O)c(O)c(C(=O)O)c1C(=O)NC"
"structure 12993","CCCc1c(CN)c(CC(C)C)c(O)c(C(=O)O)c1CN"
"structure 12994","CCc1c(N)c(C(=O)OC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 12995","CCCc1c(O)c(C(=O)O)c(C(=O)NC)c(CN)c1CO"
"structure 12996","CCc1c(N)c(CC(C)C)c(C(=O)O)c(C(=O)O)c1O"
"structure 12997","CNC(=O)c1c(N)c(C)c(O)c(C(=O)O)c1O"
"structure 12998","[H]c1c([H])c(C(=O)O)c(O)c(C)c1CO"
"structure 12999","CCc1c(C#N)c(CC(C)C)c(CN)c(O)c1C(=O)O"
"structure 13000","[H]c1c(C#N)c(C(=O)O)c(O)c(CO)c1CCC"
"structure 13001","N#Cc1c(CN)c(C(=O)O)c(O)c(N)c1C(=O)O"
"structure 13002","CC(C)Cc1c(CN)c(O)c(C(=O)O)c(C(C)(C)C)c1CO"
"structure 13003","[H]c1c(C(=O)O)c(O)c(C(=O)NC)c(CC)c1C(=O)OC"
"structure 13004","CCCc1c(O)c(C(=O)O)c(C(=O)O)c(C(=O)OC)c1CC(C)C"
